Date,Close/Last,Volume,Open,High,Low
01/11/2021,$105.11,1028882,$102.48,$105.62,$102.1438
01/08/2021,$103.34,735233,$104.07,$104.17,$102.17
01/07/2021,$103.74,768864,$103.51,$103.99,$102.028
01/06/2021,$103.31,966633,$99.49,$103.65,$98.9
01/05/2021,$99.35,793457,$98.41,$99.85,$97.68
01/04/2021,$98.44,910382,$101.08,$101.08,$97.28
12/31/2020,$100.43,515454,$99.64,$100.53,$99.05
12/30/2020,$99.61,401747,$99.05,$100.425,$98.795
12/29/2020,$98.79,429230,$100.04,$100.54,$98.5
12/28/2020,$100.04,446820,$100.28,$101.48,$99.83
12/24/2020,$99.36,149479,$99.8,$99.87,$98.39
12/23/2020,$99.4,585229,$98.97,$100.33,$98.55
12/22/2020,$98.64,709339,$97.15,$99.06,$96.99
12/21/2020,$97.36,692926,$95.77,$97.545,$94.09
12/18/2020,$97.53,1725286,$97.04,$97.93,$96.32
12/17/2020,$96.95,715689,$96.99,$97.87,$96.06
12/16/2020,$96.5,666890,$96.73,$97.69,$95.98
12/15/2020,$96.59,626453,$96.21,$96.9,$95.06
12/14/2020,$95.82,608091,$97.86,$98.9,$95.79
12/11/2020,$97.06,829703,$96.69,$97.79,$96.195
12/10/2020,$97.04,590977,$97.75,$98.05,$96.17
12/09/2020,$97.95,1161384,$96.9,$98.02,$96.2
12/08/2020,$96.65,856610,$97.7,$98.16,$96.44
12/07/2020,$98.25,789906,$97.73,$98.44,$97.24
12/04/2020,$98.25,609212,$97.19,$98.3,$97.135
12/03/2020,$97.26,664752,$96.01,$97.719,$95.8
12/02/2020,$96.98,1130151,$97.94,$99,$96.67
12/01/2020,$101.67,826290,$99.7,$102.61,$98.94
11/30/2020,$98.37,1978899,$98.01,$98.49,$96.55
11/27/2020,$98.36,270571,$98.85,$99.2,$97.6
11/25/2020,$98.95,697249,$100.49,$100.71,$98.2
11/24/2020,$101.16,861098,$98.68,$101.53,$97.71
11/23/2020,$97.12,591128,$97.66,$98.26,$96.37
11/20/2020,$96.96,714403,$98,$98.07,$96.41
11/19/2020,$98,751440,$98.14,$98.4,$96.48
11/18/2020,$98.65,957588,$98.6,$100.65,$98.51
11/17/2020,$98.48,563565,$98.34,$98.75,$96.35
11/16/2020,$99.57,739145,$100.68,$100.77,$98.14
11/13/2020,$99.03,447443,$96.93,$99.35,$96.73
11/12/2020,$95.93,599457,$97.21,$97.495,$95.25
11/11/2020,$97.64,883008,$100.37,$100.93,$97.52
11/10/2020,$99.82,727509,$98.73,$101.19,$98.4801
11/09/2020,$98.49,1176718,$100.25,$104.44,$98.32
11/06/2020,$94.67,536267,$96.59,$96.6985,$94.55
11/05/2020,$96.22,685339,$95.98,$98.115,$95.97
11/04/2020,$94.81,936361,$98,$98.275,$94.77
11/03/2020,$98.15,882735,$94.83,$98.7,$94.76
11/02/2020,$93.52,754028,$92.13,$93.54,$91.69
10/30/2020,$90.43,922014,$90.13,$90.78,$88.99
10/29/2020,$90.31,719214,$90,$91.85,$89.635
10/28/2020,$89.69,869404,$92.15,$92.8343,$89.42
10/27/2020,$93.87,719748,$95.5,$95.93,$93.71
10/26/2020,$95.43,941652,$97.74,$97.81,$94.33
10/23/2020,$98.78,914350,$97.63,$99.18,$97.1
10/22/2020,$96.78,1413235,$100.49,$101.95,$95.735
10/21/2020,$102.02,952328,$102.4,$103.33,$101.64
10/20/2020,$101.85,886637,$101.33,$103.59,$101.22
10/19/2020,$100.61,999924,$101.08,$102.54,$100.49
10/16/2020,$100.92,733791,$101.34,$101.765,$100.67
10/15/2020,$101.28,910614,$100.08,$101.9,$99.72
10/14/2020,$100.93,709012,$100.01,$101.58,$100.01
10/13/2020,$99.9,485081,$99.72,$100.42,$99.275
